SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 0, 6,  0, 38, 14.376022, 0, 0, 1.0499948, 0.786384, 1.0474768, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 192, 6,  0, 38, 14.376022, 0, 0, 1.0499951, 0.786384, 1.0484224, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 384, 6,  0, 38, 14.376022, 0, 0, 1.0499964, 0.786384, 1.0484296, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2a", "802.1.2.3", "mid806.1.2.3", 576, 6,  2, 38, 14.376022, 0.786384, 0.786384, 1.0474768, 1.050036, 1.0466324, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2a", "802.1.2.3", "mid806.1.2.3", 768, 6,  2, 38, 14.376022, 0.786384, 0.786384, 1.0484224, 1.050036, 1.0478952, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2a", "802.1.2.3", "mid806.1.2.3", 960, 6,  2, 38, 14.376022, 0.786384, 0.786384, 1.0484296, 1.050036, 1.0479041, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2b", "mid806.1.2.3", "806.1.2.3", 1152, 6,  0, 36, 14.376022, 1.050036, 1.050036, 1.0466324, 1.313688, 1.0457807, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2b", "mid806.1.2.3", "806.1.2.3", 1344, 6,  0, 36, 14.376022, 1.050036, 1.050036, 1.0478952, 1.313688, 1.0474148, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2b", "mid806.1.2.3", "806.1.2.3", 1536, 6,  0, 36, 14.376022, 1.050036, 1.050036, 1.0479041, 1.313688, 1.0474061, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 1728, 6,  0, 36, 14.376022, 1.313688, 1.313688, 1.0457807, 11.137392, 1.014005, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 1920, 6,  0, 36, 14.376022, 1.313688, 1.313688, 1.0474148, 11.137392, 1.0295462, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 2112, 6,  0, 36, 14.376022, 1.313688, 1.313688, 1.0474061, 11.137392, 1.0288007, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 2304, 6,  0, 35, 14.376022, 11.137392, 11.137392, 1.014005, 22.567392, 0.97706906, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 2496, 6,  0, 35, 14.376022, 11.137392, 11.137392, 1.0295462, 22.567392, 1.0098638, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 2688, 6,  0, 35, 14.376022, 11.137392, 11.137392, 1.0288007, 22.567392, 1.0067541, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l6", "812.1.2.3", "814.1.2.3", 2880, 6,  0, 35, 14.376022, 22.567392, 22.567392, 0.97706906, 31.629096, 0.947747, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l6", "812.1.2.3", "814.1.2.3", 3072, 6,  0, 35, 14.376022, 22.567392, 22.567392, 1.0098638, 31.629096, 0.99432183, 255, 2, 0, 0, 0, 0, 16, 1
